word,phonemes,mx_ipa
crisopeya,"['k', 'r', 'i', 's', 'o', 'p', 'E', 'Y', 'a']",kɾisopɛʝa
crispación,"['k', 'r', 'i', 's', 'p', 'a', 'T', 'J', 'O', 'n']",kɾispasjon
crispamiento,"['k', 'r', 'i', 's', 'p', 'a', 'm', 'J', 'E', 'n', 't', 'o']",kɾispamjɛnto
crispar,"['k', 'r', 'i', 's', 'p', 'A', 'r']",kɾispaɾ
crispatura,"['k', 'r', 'i', 's', 'p', 'a', 't', 'U', 'r', 'a']",kɾispatuɾa
crispir,"['k', 'r', 'i', 's', 'p', 'I', 'r']",kɾispiɾ
cristal,"['k', 'r', 'i', 's', 't', 'A', 'l']",kɾistal
cristalería,"['k', 'r', 'i', 's', 't', 'a', 'l', 'e', 'r', 'I', 'a']",kɾistalɛɾia
cristalino,"['k', 'r', 'i', 's', 't', 'a', 'l', 'I', 'n', 'o']",kɾistalino
cristalizable,"['k', 'r', 'i', 's', 't', 'a', 'l', 'i', 'T', 'A', 'b', 'l', 'e']",kɾistalisaβlɛ
cristalización,"['k', 'r', 'i', 's', 't', 'a', 'l', 'i', 'T', 'a', 's', 'J', 'O', 'n']",kɾistalisasjon
cristalizado,"['k', 'r', 'i', 's', 't', 'a', 'l', 'i', 'T', 'A', 'D', 'o']",kɾistalisaðo
cristalizar,"['k', 'r', 'i', 's', 't', 'a', 'l', 'i', 'T', 'A', 'r']",kɾistalisaɾ
cristalográfico,"['k', 'r', 'i', 's', 't', 'a', 'l', 'o', 'g', 'r', 'A', 'f', 'i', 'k', 'o']",kɾistaloɣɾafiko
cristaloide,"['k', 'r', 'i', 's', 't', 'a', 'l', 'O', 'J', 'D', 'e']",kɾistaloiðɛ
cristaloideo,"['k', 'r', 'i', 's', 't', 'a', 'l', 'o', 'j', 'D', 'E', 'o']",kɾistaloiðɛo
cristiana,"['k', 'r', 'i', 's', 't', 'J', 'A', 'n', 'a']",kɾistjana
cristianamente,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'a', 'm', 'E', 'n', 't', 'e']",kɾistjanamɛntɛ
cristianar,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'A', 'r']",kɾistjanaɾ
cristiandad,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'd', 'A', 'd']",kɾistjandað
cristianismo,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'I', 's', 'm', 'o']",kɾistjanizmo
cristianización,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'i', 'T', 'a', 's', 'J', 'O', 'n']",kɾistjanisasjon
cristianizar,"['k', 'r', 'i', 's', 't', 'j', 'a', 'n', 'i', 'T', 'A', 'r']",kɾistjanisaɾ
cristiano,"['k', 'r', 'i', 's', 't', 'J', 'A', 'n', 'o']",kɾistjano
cristo,"['k', 'r', 'I', 's', 't', 'o']",kɾisto
criterio,"['k', 'r', 'i', 't', 'E', 'r', 'j', 'o']",kɾitɛɾjo
crítica,"['k', 'r', 'I', 't', 'i', 'k', 'a']",kɾitika
criticador,"['k', 'r', 'i', 't', 'i', 'k', 'a', 'D', 'O', 'r']",kɾitikaðoɾ
críticamente,"['k', 'r', 'I', 't', 'i', 'k', 'a', 'm', 'e', 'n', 't', 'e']",kɾitikamɛntɛ
criticar,"['k', 'r', 'i', 't', 'i', 'k', 'A', 'r']",kɾitikaɾ
criticastro,"['k', 'r', 'i', 't', 'i', 'k', 'A', 's', 't', 'r', 'o']",kɾitikastɾo
criticidad,"['k', 'r', 'i', 't', 'i', 'T', 'i', 'D', 'A', 'd']",kɾitisiðað
criticismo,"['k', 'r', 'i', 't', 'i', 'T', 'I', 's', 'm', 'o']",kɾitisizmo
crítico,"['k', 'r', 'I', 't', 'i', 'k', 'o']",kɾitiko
criticón,"['k', 'r', 'i', 't', 'i', 'k', 'O', 'n']",kɾitikon
croar,"['k', 'r', 'o', 'A', 'r']",kɾoaɾ
croata,"['k', 'r', 'o', 'A', 't', 'a']",kɾoata
crocodilo,"['k', 'r', 'o', 'k', 'o', 'D', 'I', 'l', 'o']",kɾokoðilo
cromar,"['k', 'r', 'o', 'm', 'A', 'r']",kɾomaɾ
cromática,"['k', 'r', 'o', 'm', 'A', 't', 'i', 'k', 'a']",kɾomatika
cromático,"['k', 'r', 'o', 'm', 'A', 't', 'i', 'k', 'o']",kɾomatiko
cromatina,"['k', 'r', 'o', 'm', 'a', 't', 'I', 'n', 'a']",kɾomatina
cromatismo,"['k', 'r', 'o', 'm', 'a', 't', 'I', 's', 'm', 'o']",kɾomatizmo
cromo,"['k', 'r', 'O', 'm', 'o']",kɾomo
cromolitografiar,"['k', 'r', 'o', 'm', 'o', 'l', 'i', 't', 'o', 'g', 'r', 'a', 'f', 'J', 'A', 'r']",kɾomolitoɣɾafjaɾ
cromosfera,"['k', 'r', 'o', 'm', 'o', 's', 'f', 'E', 'r', 'a']",kɾomosfɛɾa
cromosoma,"['k', 'r', 'o', 'm', 'o', 's', 'O', 'm', 'a']",kɾomosoma
cromotipia,"['k', 'r', 'o', 'm', 'o', 't', 'I', 'p', 'j', 'a']",kɾomotipja
crónica,"['k', 'r', 'O', 'n', 'i', 'k', 'a']",kɾonika
cronicidad,"['k', 'r', 'o', 'n', 'i', 'T', 'i', 'D', 'A', 'd']",kɾonisiðað
cronicismo,"['k', 'r', 'o', 'n', 'i', 'T', 'I', 's', 'm', 'o']",kɾonisizmo
crónico,"['k', 'r', 'O', 'n', 'i', 'k', 'o']",kɾoniko
cronista,"['k', 'r', 'o', 'n', 'I', 's', 't', 'a']",kɾonista
cronograma,"['k', 'r', 'o', 'n', 'o', 'g', 'r', 'A', 'm', 'a']",kɾonoɣɾama
cronología,"['k', 'r', 'o', 'n', 'o', 'l', 'o', 'G', 'I', 'a']",kɾonoloxia
cronológicamente,"['k', 'r', 'o', 'n', 'o', 'l', 'O', 'x', 'i', 'k', 'a', 'm', 'e', 'n', 't', 'e']",kɾonoloxikamɛntɛ
cronológico,"['k', 'r', 'o', 'n', 'o', 'l', 'O', 'x', 'i', 'k', 'o']",kɾonoloxiko
cronologista,"['k', 'r', 'o', 'n', 'o', 'l', 'o', 'x', 'I', 's', 't', 'a']",kɾonoloxista
cronólogo,"['k', 'r', 'o', 'n', 'O', 'l', 'o', 'G', 'o']",kɾonoloɣo
cronometrador,"['k', 'r', 'o', 'n', 'o', 'm', 'e', 't', 'r', 'a', 'D', 'O', 'r']",kɾonomɛtɾaðoɾ
cronometraje,"['k', 'r', 'o', 'n', 'o', 'm', 'e', 't', 'r', 'A', 'x', 'e']",kɾonomɛtɾaxɛ
cronometrar,"['k', 'r', 'o', 'n', 'o', 'm', 'e', 't', 'r', 'A', 'r']",kɾonomɛtɾaɾ
cronómetro,"['k', 'r', 'o', 'n', 'O', 'm', 'e', 't', 'r', 'o']",kɾonomɛtɾo
croqueta,"['k', 'r', 'o', 'k', 'E', 't', 'a']",kɾokɛta
croquis,"['k', 'r', 'O', 'k', 'i', 's']",kɾokis
crótalo,"['k', 'r', 'O', 't', 'a', 'l', 'o']",kɾotalo
cruce,"['k', 'r', 'U', 'T', 'e']",kɾusɛ
crucera,"['k', 'r', 'u', 'T', 'E', 'r', 'a']",kɾusɛɾa
crucero,"['k', 'r', 'u', 'T', 'E', 'r', 'o']",kɾusɛɾo
cruces,"['k', 'r', 'U', 'T', 'e', 's']",kɾusɛs
cruceta,"['k', 'r', 'u', 'T', 'E', 't', 'a']",kɾusɛta
crucial,"['k', 'r', 'u', 'T', 'J', 'A', 'l']",kɾusjal
cruciata,"['k', 'r', 'u', 'T', 'J', 'A', 't', 'a']",kɾusjata
crucífero,"['k', 'r', 'u', 'k', 'I', 'f', 'e', 'r', 'o']",kɾusifɛɾo
crucificado,"['k', 'r', 'u', 'T', 'i', 'f', 'i', 'k', 'A', 'D', 'o']",kɾusifikaðo
crucificar,"['k', 'r', 'u', 'T', 'i', 'f', 'i', 'k', 'A', 'r']",kɾusifikaɾ
crucifijo,"['k', 'r', 'u', 'T', 'i', 'f', 'I', 'x', 'o']",kɾusifixo
crucifixión,"['k', 'r', 'u', 's', 'i', 'f', 'i', 'k', 's', 'J', 'O', 'n']",kɾusifiksjon
crucifixor,"['k', 'r', 'u', 's', 'i', 'f', 'i', 'k', 's', 'O', 'r']",kɾusifiksoɾ
cruciforme,"['k', 'r', 'u', 'T', 'i', 'f', 'O', 'r', 'm', 'e']",kɾusifoɾmɛ
crucigrama,"['k', 'r', 'u', 'T', 'i', 'g', 'r', 'A', 'm', 'a']",kɾusiɣɾama
cruda,"['k', 'r', 'U', 'D', 'a']",kɾuða
crudamente,"['k', 'r', 'u', 'D', 'a', 'm', 'E', 'n', 't', 'e']",kɾuðamɛntɛ
crudeza,"['k', 'r', 'u', 'D', 'E', 'T', 'a']",kɾuðɛsa
crudillo,"['k', 'r', 'u', 'D', 'I', 'Y', 'o']",kɾuðiʎo
crudo,"['k', 'r', 'U', 'D', 'o']",kɾuðo
cruel,"['k', 'r', 'W', 'E', 'l']",kɾwɛl
crueldad,"['k', 'r', 'w', 'e', 'l', 'd', 'A', 'd']",kɾwɛldað
cruelmente,"['k', 'r', 'w', 'e', 'l', 'm', 'E', 'n', 't', 'e']",kɾwɛlmɛntɛ
cruenta,"['k', 'r', 'W', 'E', 'n', 't', 'a']",kɾwɛnta
cruentamente,"['k', 'r', 'w', 'e', 'n', 't', 'a', 'm', 'E', 'n', 't', 'e']",kɾwɛntamɛntɛ
cruento,"['k', 'r', 'W', 'E', 'n', 't', 'o']",kɾwɛnto
crujía,"['k', 'r', 'u', 'x', 'I', 'a']",kɾuxia
crujidero,"['k', 'r', 'u', 'x', 'i', 'D', 'E', 'r', 'o']",kɾuxiðɛɾo
crujir,"['k', 'r', 'u', 'x', 'I', 'r']",kɾuxiɾ
crustáceo,"['k', 'r', 'u', 's', 't', 'A', 'T', 'e', 'o']",kɾustasɛo
cruz,"['k', 'r', 'U', 'T']",kɾus
cruzada,"['k', 'r', 'u', 'T', 'A', 'D', 'a']",kɾusaða
cruzado,"['k', 'r', 'u', 'T', 'A', 'D', 'o']",kɾusaðo
cruzamiento,"['k', 'r', 'u', 'T', 'a', 'm', 'J', 'E', 'n', 't', 'o']",kɾusamjɛnto
cruzar,"['k', 'r', 'u', 'T', 'A', 'r']",kɾusaɾ
cuaderna,"['k', 'w', 'a', 'D', 'E', 'r', 'n', 'a']",kwaðɛɾna
cuadernal,"['k', 'w', 'a', 'D', 'e', 'r', 'n', 'A', 'l']",kwaðɛɾnal
cuaderno,"['k', 'w', 'a', 'D', 'E', 'r', 'n', 'o']",kwaðɛɾno
cuadra,"['k', 'W', 'A', 'd', 'r', 'a']",kwaðɾa
cuadrada,"['k', 'w', 'a', 'd', 'r', 'A', 'D', 'a']",kwaðɾaða
cuadradillo,"['k', 'w', 'a', 'd', 'r', 'a', 'D', 'I', 'Y', 'o']",kwaðɾaðiʎo
cuadrado,"['k', 'w', 'a', 'd', 'r', 'A', 'D', 'o']",kwaðɾaðo
cuadragenario,"['k', 'w', 'a', 'd', 'r', 'a', 'x', 'e', 'n', 'A', 'r', 'j', 'o']",kwaðɾaxɛnaɾjo
cuadragesimal,"['k', 'w', 'a', 'd', 'r', 'a', 'x', 'e', 's', 'i', 'm', 'A', 'l']",kwaðɾaxɛsimal
cuadragésimo,"['k', 'w', 'a', 'd', 'r', 'a', 'G', 'E', 's', 'i', 'm', 'o']",kwaðɾaxɛsimo
cuadrangular,"['k', 'w', 'a', 'd', 'r', 'a', 'n', 'g', 'u', 'l', 'A', 'r']",kwaðɾaŋgulaɾ
cuadrante,"['k', 'w', 'a', 'd', 'r', 'A', 'n', 't', 'e']",kwaðɾantɛ
cuadranura,"['k', 'w', 'a', 'd', 'r', 'a', 'n', 'U', 'r', 'a']",kwaðɾanuɾa
cuadrar,"['k', 'w', 'a', 'd', 'r', 'A', 'r']",kwaðɾaɾ
cuadrático,"['k', 'w', 'a', 'd', 'r', 'A', 't', 'i', 'k', 'o']",kwaðɾatiko
cuadratura,"['k', 'w', 'a', 'd', 'r', 'a', 't', 'U', 'r', 'a']",kwaðɾatuɾa
cuadrícula,"['k', 'w', 'a', 'd', 'r', 'I', 'k', 'u', 'l', 'a']",kwaðɾikula
cuadricular,"['k', 'w', 'a', 'd', 'r', 'i', 'k', 'u', 'l', 'A', 'r']",kwaðɾikulaɾ
cuadriga,"['k', 'w', 'a', 'd', 'r', 'I', 'G', 'a']",kwaðɾiɣa
cuadrigato,"['k', 'w', 'a', 'd', 'r', 'i', 'G', 'A', 't', 'o']",kwaðɾiɣato
cuadriguero,"['k', 'w', 'a', 'd', 'r', 'i', 'G', 'E', 'r', 'o']",kwaðɾiɣɛɾo
cuadrilátero,"['k', 'w', 'a', 'd', 'r', 'i', 'l', 'A', 't', 'e', 'r', 'o']",kwaðɾilatɛɾo
cuadrilítero,"['k', 'w', 'a', 'd', 'r', 'i', 'l', 'I', 't', 'e', 'r', 'o']",kwaðɾilitɛɾo
cuadrillero,"['k', 'w', 'a', 'd', 'r', 'i', 'Y', 'E', 'r', 'o']",kwaðɾiʎɛɾo
cuadrillo,"['k', 'w', 'a', 'd', 'r', 'I', 'Y', 'o']",kwaðɾiʎo
cuadrilongo,"['k', 'w', 'a', 'd', 'r', 'i', 'l', 'O', 'n', 'g', 'o']",kwaðɾiloŋgo
cuadrimestre,"['k', 'w', 'a', 'd', 'r', 'i', 'm', 'E', 's', 't', 'r', 'e']",kwaðɾimɛstɾɛ
cuadrinieto,"['k', 'w', 'a', 'd', 'r', 'i', 'n', 'J', 'E', 't', 'o']",kwaðɾinjɛto
cuadrinomio,"['k', 'w', 'a', 'd', 'r', 'i', 'n', 'O', 'm', 'j', 'o']",kwaðɾinomjo
cuadriplicar,"['k', 'w', 'a', 'd', 'r', 'i', 'p', 'l', 'i', 'k', 'A', 'r']",kwaðɾiplikaɾ
cuadro,"['k', 'W', 'A', 'd', 'r', 'o']",kwaðɾo
cuadropea,"['k', 'w', 'a', 'd', 'r', 'o', 'p', 'E', 'a']",kwaðɾopɛa
cuadros,"['k', 'W', 'A', 'd', 'r', 'o', 's']",kwaðɾos
cuadrumano,"['k', 'w', 'a', 'd', 'r', 'u', 'm', 'A', 'n', 'o']",kwaðɾumano
cuadrupedante,"['k', 'w', 'a', 'd', 'r', 'u', 'p', 'e', 'D', 'A', 'n', 't', 'e']",kwaðɾupɛðantɛ
cuadrúpedo,"['k', 'w', 'a', 'd', 'r', 'u', 'p', 'E', 'D', 'o']",kwaðɾupɛðo
cuádruple,"['k', 'W', 'A', 'd', 'r', 'u', 'p', 'l', 'e']",kwaðɾuplɛ
cuadruplicar,"['k', 'w', 'a', 'd', 'r', 'u', 'p', 'l', 'i', 'k', 'A', 'r']",kwaðɾuplikaɾ
cuajada,"['k', 'w', 'a', 'x', 'A', 'D', 'a']",kwaxaða
cuajadillo,"['k', 'w', 'a', 'x', 'a', 'D', 'I', 'Y', 'o']",kwaxaðiʎo
cuajado,"['k', 'w', 'a', 'x', 'A', 'D', 'o']",kwaxaðo
cuajadura,"['k', 'w', 'a', 'x', 'a', 'D', 'U', 'r', 'a']",kwaxaðuɾa
cuajaleche,"['k', 'w', 'a', 'x', 'a', 'l', 'E', 'C', 'e']",kwaxalɛtʃɛ
cuajamiento,"['k', 'w', 'a', 'x', 'a', 'm', 'J', 'E', 'n', 't', 'o']",kwaxamjɛnto
cuajar,"['k', 'w', 'a', 'x', 'A', 'r']",kwaxaɾ
cuajo,"['k', 'W', 'A', 'x', 'o']",kwaxo
cual,"['k', 'W', 'A', 'l']",kwal
cuál,"['k', 'W', 'A', 'l']",kwal
cualesquier,"['k', 'w', 'a', 'l', 'e', 's', 'k', 'J', 'E', 'r']",kwalɛskjɛɾ
cualesquiera,"['k', 'w', 'a', 'l', 'e', 's', 'k', 'J', 'E', 'r', 'a']",kwalɛskjɛɾa
cualidad,"['k', 'w', 'a', 'l', 'i', 'D', 'A', 'd']",kwaliðað
cualificado,"['k', 'w', 'a', 'l', 'i', 'f', 'i', 'k', 'A', 'D', 'o']",kwalifikaðo
cualificar,"['k', 'w', 'a', 'l', 'i', 'f', 'i', 'k', 'A', 'r']",kwalifikaɾ
cualitativamente,"['k', 'w', 'a', 'l', 'i', 't', 'a', 't', 'i', 'B', 'a', 'm', 'E', 'n', 't', 'e']",kwalitatiβamɛntɛ
cualitativo,"['k', 'w', 'a', 'l', 'i', 't', 'a', 't', 'I', 'B', 'o']",kwalitatiβo
cualquier,"['k', 'w', 'a', 'l', 'k', 'J', 'E', 'r']",kwalkjɛɾ
cualquiera,"['k', 'w', 'a', 'l', 'k', 'J', 'E', 'r', 'a']",kwalkjɛɾa
cuan,"['k', 'W', 'A', 'n']",kwan
cuando,"['k', 'W', 'A', 'n', 'd', 'o']",kwando
cuándo,"['k', 'W', 'A', 'n', 'd', 'O']",kwando
cuantía,"['k', 'w', 'a', 'n', 't', 'I', 'a']",kwantia
cuantiar,"['k', 'w', 'a', 'n', 't', 'J', 'A', 'r']",kwantjaɾ
cuántico,"['k', 'W', 'A', 'n', 't', 'i', 'k', 'o']",kwantiko
cuantificable,"['k', 'w', 'a', 'n', 't', 'i', 'f', 'i', 'k', 'A', 'b', 'l', 'e']",kwantifikaβlɛ
cuantificador,"['k', 'w', 'a', 'n', 't', 'i', 'f', 'i', 'k', 'a', 'D', 'O', 'r']",kwantifikaðoɾ
cuantificadora,"['k', 'w', 'a', 'n', 't', 'i', 'f', 'i', 'k', 'a', 'D', 'O', 'r', 'a']",kwantifikaðoɾa
cuantificar,"['k', 'w', 'a', 'n', 't', 'i', 'f', 'i', 'k', 'A', 'r']",kwantifikaɾ
cuantioso,"['k', 'w', 'a', 'n', 't', 'J', 'O', 's', 'o']",kwantjoso
cuantitativo,"['k', 'w', 'a', 'n', 't', 'i', 't', 'a', 't', 'I', 'B', 'o']",kwantitatiβo
cuanto,"['k', 'W', 'A', 'n', 't', 'o']",kwanto
cuánto,"['k', 'W', 'A', 'n', 't', 'O']",kwanto
cuaquerismo,"['k', 'w', 'a', 'k', 'e', 'r', 'I', 's', 'm', 'o']",kwakɛɾizmo
cuáquero,"['k', 'W', 'A', 'k', 'e', 'r', 'o']",kwakɛɾo
cuarcita,"['k', 'w', 'a', 'r', 'T', 'I', 't', 'a']",kwaɾsita
cuarenta,"['k', 'w', 'a', 'r', 'E', 'n', 't', 'a']",kwaɾɛnta
cuarentavo,"['k', 'w', 'a', 'r', 'e', 'n', 't', 'A', 'B', 'o']",kwaɾɛntaβo
cuarenteno,"['k', 'w', 'a', 'r', 'e', 'n', 't', 'E', 'n', 'o']",kwaɾɛntɛno
cuarentón,"['k', 'w', 'a', 'r', 'e', 'n', 't', 'O', 'n']",kwaɾɛnton
cuaresma,"['k', 'w', 'a', 'r', 'E', 's', 'm', 'a']",kwaɾɛzma
cuaresmal,"['k', 'w', 'a', 'r', 'e', 's', 'm', 'A', 'l']",kwaɾɛzmal
cuaresmario,"['k', 'w', 'a', 'r', 'e', 's', 'm', 'A', 'r', 'j', 'o']",kwaɾɛzmaɾjo
cuarta,"['k', 'W', 'A', 'r', 't', 'a']",kwaɾta
cuartal,"['k', 'w', 'a', 'r', 't', 'A', 'l']",kwaɾtal
cuartana,"['k', 'w', 'a', 'r', 't', 'A', 'n', 'a']",kwaɾtana
cuarteador,"['k', 'w', 'a', 'r', 't', 'e', 'a', 'D', 'O', 'r']",kwaɾtɛaðoɾ
cuartear,"['k', 'w', 'a', 'r', 't', 'e', 'A', 'r']",kwaɾtɛaɾ
cuartel,"['k', 'w', 'a', 'r', 't', 'E', 'l']",kwaɾtɛl
cuartelada,"['k', 'w', 'a', 'r', 't', 'e', 'l', 'A', 'D', 'a']",kwaɾtɛlaða
cuartelar,"['k', 'w', 'a', 'r', 't', 'e', 'l', 'A', 'r']",kwaɾtɛlaɾ
cuartelero,"['k', 'w', 'a', 'r', 't', 'e', 'l', 'E', 'r', 'o']",kwaɾtɛlɛɾo
cuartera,"['k', 'w', 'a', 'r', 't', 'E', 'r', 'a']",kwaɾtɛɾa
cuarterada,"['k', 'w', 'a', 'r', 't', 'e', 'r', 'A', 'D', 'a']",kwaɾtɛɾaða
cuarterón,"['k', 'w', 'a', 'r', 't', 'e', 'r', 'O', 'n']",kwaɾtɛɾon
cuarteto,"['k', 'w', 'a', 'r', 't', 'E', 't', 'o']",kwaɾtɛto
cuartillo,"['k', 'w', 'a', 'r', 't', 'I', 'Y', 'o']",kwaɾtiʎo
cuarto,"['k', 'W', 'A', 'r', 't', 'o']",kwaɾto
cuartucho,"['k', 'w', 'a', 'r', 't', 'U', 'C', 'o']",kwaɾtutʃo
cuarzo,"['k', 'W', 'A', 'r', 'T', 'o']",kwaɾso
cuarzoso,"['k', 'w', 'a', 'r', 'T', 'O', 's', 'o']",kwaɾsoso
cuasicontrato,"['k', 'w', 'a', 's', 'i', 'k', 'o', 'n', 't', 'r', 'A', 't', 'o']",kwasikontɾato
cuasidelito,"['k', 'w', 'a', 's', 'i', 'D', 'e', 'l', 'I', 't', 'o']",kwasiðɛlito
cuasimodo,"['k', 'w', 'a', 's', 'i', 'm', 'O', 'D', 'o']",kwasimoðo
cuaterna,"['k', 'w', 'a', 't', 'E', 'r', 'n', 'a']",kwatɛɾna
cuaternario,"['k', 'w', 'a', 't', 'e', 'r', 'n', 'A', 'r', 'j', 'o']",kwatɛɾnaɾjo
cuaternidad,"['k', 'w', 'a', 't', 'e', 'r', 'n', 'i', 'D', 'A', 'd']",kwatɛɾniðað
cuaterno,"['k', 'w', 'a', 't', 'E', 'r', 'n', 'o']",kwatɛɾno
cuatralbo,"['k', 'w', 'a', 't', 'r', 'A', 'l', 'b', 'o']",kwatɾalβo
cuatrero,"['k', 'w', 'a', 't', 'r', 'E', 'r', 'o']",kwatɾɛɾo
cuatrienal,"['k', 'w', 'a', 't', 'r', 'j', 'e', 'n', 'A', 'l']",kwatɾjɛnal
cuatrienio,"['k', 'w', 'a', 't', 'r', 'J', 'E', 'n', 'j', 'o']",kwatɾjɛnjo
cuatrimestral,"['k', 'w', 'a', 't', 'r', 'i', 'm', 'e', 's', 't', 'r', 'A', 'l']",kwatɾimɛstɾal
cuatrimestre,"['k', 'w', 'a', 't', 'r', 'i', 'm', 'E', 's', 't', 'r', 'e']",kwatɾimɛstɾɛ
cuatrimotor,"['k', 'w', 'a', 't', 'r', 'i', 'm', 'o', 't', 'O', 'r']",kwatɾimotoɾ
cuatro,"['k', 'W', 'A', 't', 'r', 'o']",kwatɾo
cuatrocentista,"['k', 'w', 'a', 't', 'r', 'o', 'T', 'e', 'n', 't', 'I', 's', 't', 'a']",kwatɾosɛntista
cuatrocientas,"['k', 'w', 'a', 't', 'r', 'o', 'T', 'J', 'E', 'n', 't', 'a', 's']",kwatɾosjɛntas
cuatrocientos,"['k', 'w', 'a', 't', 'r', 'o', 'T', 'J', 'E', 'n', 't', 'o', 's']",kwatɾosjɛntos
cuba,"['k', 'U', 'B', 'a']",kuβa
cubano,"['k', 'u', 'B', 'A', 'n', 'o']",kuβano
cubertería,"['k', 'u', 'B', 'e', 'r', 't', 'e', 'r', 'I', 'a']",kuβɛɾtɛɾia
cubertura,"['k', 'u', 'B', 'e', 'r', 't', 'U', 'r', 'a']",kuβɛɾtuɾa
cubeta,"['k', 'u', 'B', 'E', 't', 'a']",kuβɛta
cubeto,"['k', 'u', 'B', 'E', 't', 'o']",kuβɛto
cúbica,"['k', 'u', 'B', 'I', 'k', 'a']",kuβika
cubicar,"['k', 'u', 'B', 'i', 'k', 'A', 'r']",kuβikaɾ
cúbico,"['k', 'u', 'B', 'I', 'k', 'o']",kuβiko
cubículo,"['k', 'u', 'B', 'I', 'k', 'u', 'l', 'o']",kuβikulo
cubierta,"['k', 'u', 'B', 'J', 'E', 'r', 't', 'a']",kuβjɛɾta
cubierto,"['k', 'u', 'B', 'J', 'E', 'r', 't', 'o']",kuβjɛɾto
cubil,"['k', 'u', 'B', 'I', 'l']",kuβil
cubilete,"['k', 'u', 'B', 'i', 'l', 'E', 't', 'e']",kuβilɛtɛ
cubiletero,"['k', 'u', 'B', 'i', 'l', 'e', 't', 'E', 'r', 'o']",kuβilɛtɛɾo
cubilote,"['k', 'u', 'B', 'i', 'l', 'O', 't', 'e']",kuβilotɛ
cubismo,"['k', 'u', 'B', 'I', 's', 'm', 'o']",kuβizmo
cubista,"['k', 'u', 'B', 'I', 's', 't', 'a']",kuβista
cubo,"['k', 'U', 'B', 'o']",kuβo
cuboides,"['k', 'u', 'B', 'O', 'J', 'D', 'e', 's']",kuβoiðɛs
cubrecadena,"['k', 'u', 'b', 'r', 'e', 'k', 'a', 'D', 'E', 'n', 'a']",kuβɾɛkaðɛna
cubrecama,"['k', 'u', 'b', 'r', 'e', 'k', 'A', 'm', 'a']",kuβɾɛkama
cubrenuca,"['k', 'u', 'b', 'r', 'e', 'n', 'U', 'k', 'a']",kuβɾɛnuka
cubreobjeto,"['k', 'u', 'b', 'r', 'e', 'o', 'b', 'x', 'E', 't', 'o']",kuβɾɛoβxɛto
cubrimiento,"['k', 'u', 'b', 'r', 'i', 'm', 'J', 'E', 'n', 't', 'o']",kuβɾimjɛnto
cubrir,"['k', 'u', 'b', 'r', 'I', 'r']",kuβɾiɾ
cuca,"['k', 'U', 'k', 'a']",kuka
cucamonas,"['k', 'u', 'k', 'a', 'm', 'O', 'n', 'a', 's']",kukamonas
cucaña,"['k', 'u', 'k', 'A', 'N', 'a']",kukaɲa
cucar,"['k', 'u', 'k', 'A', 'r']",kukaɾ
cucaracha,"['k', 'u', 'k', 'a', 'r', 'A', 'C', 'a']",kukaɾatʃa
cucarachera,"['k', 'u', 'k', 'a', 'r', 'a', 'C', 'E', 'r', 'a']",kukaɾatʃɛɾa
cuchara,"['k', 'u', 'C', 'A', 'r', 'a']",kutʃaɾa
cucharada,"['k', 'u', 'C', 'a', 'r', 'A', 'D', 'a']",kutʃaɾaða
cucharear,"['k', 'u', 'C', 'a', 'r', 'e', 'A', 'r']",kutʃaɾɛaɾ
cucharero,"['k', 'u', 'C', 'a', 'r', 'E', 'r', 'o']",kutʃaɾɛɾo
cuchareta,"['k', 'u', 'C', 'a', 'r', 'E', 't', 'a']",kutʃaɾɛta
cucharetear,"['k', 'u', 'C', 'a', 'r', 'e', 't', 'e', 'A', 'r']",kutʃaɾɛtɛaɾ
cucharetero,"['k', 'u', 'C', 'a', 'r', 'e', 't', 'E', 'r', 'o']",kutʃaɾɛtɛɾo
cucharón,"['k', 'u', 'C', 'a', 'r', 'O', 'n']",kutʃaɾon
cucharro,"['k', 'u', 'C', 'A', 'R', 'o']",kutʃaɹo
cuchichear,"['k', 'u', 'C', 'i', 'C', 'e', 'A', 'r']",kutʃitʃɛaɾ
cuchichiar,"['k', 'u', 'C', 'i', 'C', 'J', 'A', 'r']",kutʃitʃjaɾ
cuchilla,"['k', 'u', 'C', 'I', 'Y', 'a']",kutʃiʎa
cuchillada,"['k', 'u', 'C', 'i', 'Y', 'A', 'D', 'a']",kutʃiʎaða
cuchillar,"['k', 'u', 'C', 'i', 'Y', 'A', 'r']",kutʃiʎaɾ
cuchillero,"['k', 'u', 'C', 'i', 'Y', 'E', 'r', 'o']",kutʃiʎɛɾo
cuchillo,"['k', 'u', 'C', 'I', 'Y', 'o']",kutʃiʎo
cuchipanda,"['k', 'u', 'C', 'i', 'p', 'A', 'n', 'd', 'a']",kutʃipanda
cuchitril,"['k', 'u', 'C', 'i', 't', 'r', 'I', 'l']",kutʃitɾil
cuchufleta,"['k', 'u', 'C', 'u', 'f', 'l', 'E', 't', 'a']",kutʃuflɛta
